DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","10/02/2016 12:00:00 AM","24.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","08/02/2016 12:00:00 AM","24.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","18/01/2016 12:00:00 AM","24.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","06/06/2016 12:00:00 AM","23.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","20/06/2016 12:00:00 AM","23.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","20/06/2016 12:00:00 AM","23.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/06/2016 12:00:00 AM","23.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","27/06/2016 12:00:00 AM","23.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","27/06/2016 12:00:00 AM","23.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","20/06/2016 12:00:00 AM","22.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","26/11/2015 12:00:00 AM","22.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","22/08/2015 12:00:00 AM","22.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","21/12/2015 12:00:00 AM","21.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","23/02/2016 12:00:00 AM","21.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/05/2016 12:00:00 AM","19.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","12/05/2016 12:00:00 AM","19.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","26/04/2016 12:00:00 AM","19.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","03/09/2015 12:00:00 AM","19.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","03/08/2015 12:00:00 AM","19.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","11/01/2016 12:00:00 AM","18.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/02/2016 12:00:00 AM","18.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","30/01/2016 12:00:00 AM","17.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/12/2015 12:00:00 AM","17.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/03/2016 12:00:00 AM","17.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","03/04/2016 12:00:00 AM","17.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/05/2016 12:00:00 AM","17.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/06/2016 12:00:00 AM","17.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/04/2016 12:00:00 AM","16.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","11/04/2016 12:00:00 AM","16.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","01/04/2016 12:00:00 AM","16.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","02/03/2016 12:00:00 AM","16.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","01/02/2016 12:00:00 AM","16.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/12/2015 12:00:00 AM","15.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/11/2015 12:00:00 AM","15.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/02/2016 12:00:00 AM","15.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","29/03/2016 12:00:00 AM","15.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/03/2016 12:00:00 AM","15.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","28/05/2016 12:00:00 AM","15.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","18/05/2016 12:00:00 AM","14.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","14/01/2016 12:00:00 AM","14.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","14/04/2016 12:00:00 AM","13.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","17/08/2015 12:00:00 AM","13.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","04/04/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","29/03/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","04/03/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","04/02/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","24/04/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","04/05/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","06/06/2016 12:00:00 AM","12.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","27/01/2016 12:00:00 AM","9.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","29/01/2016 12:00:00 AM","9.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","25/09/2015 12:00:00 AM","9.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","18/06/2016 12:00:00 AM","8.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","26/06/2016 12:00:00 AM","8.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","30/05/2016 12:00:00 AM","7.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","17/09/2015 12:00:00 AM","7.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","17/10/2015 12:00:00 AM","5.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","18/10/2015 12:00:00 AM","5.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","15/12/2015 12:00:00 AM","5.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","16/12/2015 12:00:00 AM","5.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","18/08/2015 12:00:00 AM","4.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","09/10/2015 12:00:00 AM","3.0000",
"Anthony  Deborah Robinson","","","","","Australian Liberty Alliance","24/03/2016 12:00:00 AM","1.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","08/02/2016 12:00:00 AM","9900.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","17/05/2016 12:00:00 AM","3400.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","03/05/2016 12:00:00 AM","3300.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","04/04/2016 12:00:00 AM","3300.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","03/03/2016 12:00:00 AM","3300.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","06/06/2016 12:00:00 AM","3300.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","05/12/2015 12:00:00 AM","3000.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","03/12/2015 12:00:00 AM","2000.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","07/05/2016 12:00:00 AM","1425.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","04/06/2016 12:00:00 AM","1100.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","14/06/2016 12:00:00 AM","500.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","12/06/2016 12:00:00 AM","250.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","05/11/2015 12:00:00 AM","250.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","23/03/2016 12:00:00 AM","250.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","15/06/2016 12:00:00 AM","250.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","14/09/2015 12:00:00 AM","150.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","02/11/2015 12:00:00 AM","135.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","06/06/2016 12:00:00 AM","100.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","06/06/2016 12:00:00 AM","100.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","03/04/2016 12:00:00 AM","75.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","18/03/2016 12:00:00 AM","60.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","18/02/2016 12:00:00 AM","50.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","28/01/2016 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","28/12/2015 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","28/10/2015 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","28/11/2015 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","23/08/2015 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","23/07/2015 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","28/06/2016 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","28/02/2016 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","28/03/2016 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","28/04/2016 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","The Australian Greens - Victoria","28/05/2016 12:00:00 AM","25.0000",
"Barbara Trauer","","","","","Australian Greens, Victorian Branch","23/02/2016 12:00:00 AM","20.0000",
"Greg Mirabella","","","","","Liberal Party of Australia (Victorian Division)","06/06/2016 12:00:00 AM","35000.0000",
"Guy King","","","","","VOTEFLUX.ORG | Upgrade Democracy!","17/06/2016 12:00:00 AM","20000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (N.S.W. Branch)","16/05/2016 12:00:00 AM","5000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","18/05/2016 12:00:00 AM","5000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","05/05/2016 12:00:00 AM","5000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","15/09/2015 12:00:00 AM","3000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","20/06/2016 12:00:00 AM","2383.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","16/05/2016 12:00:00 AM","1500.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","30/06/2016 12:00:00 AM","1500.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","27/06/2016 12:00:00 AM","1500.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","27/06/2016 12:00:00 AM","1500.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","10/06/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","10/06/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","10/06/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","28/08/2015 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","23/07/2015 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","01/04/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","29/03/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","01/04/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","29/03/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","29/03/2016 12:00:00 AM","1000.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Western Australian Branch)","22/04/2016 12:00:00 AM","500.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (Victorian Branch)","23/05/2016 12:00:00 AM","500.0000",
"Mr Jason McLellan","","","","","Australian Labor Party (N.S.W. Branch)","07/06/2016 12:00:00 AM","500.0000",
"Tim Roberts","","","","","Liberal Party (W.A. Division) Inc","07/06/2016 12:00:00 AM","15000.0000",
"Tim Roberts","","","","","Liberal Party (W.A. Division) Inc","22/03/2016 12:00:00 AM","5000.0000",
"Tim Roberts","","","","","Liberal Party (W.A. Division) Inc","02/06/2016 12:00:00 AM","5000.0000",
"Tim Roberts","","","","","Liberal Party (W.A. Division) Inc","07/06/2016 12:00:00 AM","15.0000",
"26 Summers Pty Ltd","69 St Vincent Place South","ALBERT PARK","VIC","3206","#Sustainable Australia","24/07/2015 12:00:00 AM","150000.0000",
"26 Summers Pty Ltd","69 St Vincent Place South","ALBERT PARK","VIC","3206","#Sustainable Australia","17/11/2015 12:00:00 AM","50000.0000",
"26 Summers Pty Ltd","69 St Vincent Place South","ALBERT PARK","VIC","3206","#Sustainable Australia","28/01/2016 12:00:00 AM","15000.0000",
"26 Summers Pty Ltd","69 St Vincent Place South","ALBERT PARK","VIC","3206","#Sustainable Australia","26/10/2015 12:00:00 AM","13000.0000",
"26 Summers Pty Ltd","69 St Vincent Place South","ALBERT PARK","VIC","3206","#Sustainable Australia","27/07/2015 12:00:00 AM","5000.0000",
"AGSX Investables Group Pty Ltd","Suite 44E, 650 George Street","SYDNEY","NSW","2000","ALP -NSW","16/05/2016 12:00:00 AM","35000.0000",
"AGSX PTY LTD","Suite 2, Level 7, 428 George Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","15/05/2016 12:00:00 AM","26000.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","09/06/2016 12:00:00 AM","5000.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","09/07/2015 12:00:00 AM","5000.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","08/08/2015 12:00:00 AM","5000.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","15/05/2016 12:00:00 AM","3443.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","NAT-FED","14/07/2015 12:00:00 AM","3000.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","30/07/2015 12:00:00 AM","2148.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","09/07/2015 12:00:00 AM","2132.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","09/04/2016 12:00:00 AM","2105.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","ALP-FED","30/05/2016 12:00:00 AM","1621.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-VIC","02/10/2015 12:00:00 AM","1550.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","ALP-VIC","01/03/2016 12:00:00 AM","1200.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","ALP-FED","31/03/2016 12:00:00 AM","1100.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","NAT-FED","07/12/2015 12:00:00 AM","1000.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","25/06/2016 12:00:00 AM","687.0000",
"ALH Group Pty Ltd","Level 2 / 10 Yarra Street","SOUTH YARRA","VIC","3141","LIB-FED","22/06/2016 12:00:00 AM","450.0000",
"Alliance of Australian Retailers Pty Ltd","14 Ross Street","NORTH PARRAMATTA","NSW","2151","Liberal Democratic Party (LDP)","20/06/2016 12:00:00 AM","50000.0000",
"Alliance of Australian Retailers Pty Ltd","14 Ross Street","NORTH PARRAMATTA","NSW","2151","Liberal Democratic Party (LDP)","03/06/2016 12:00:00 AM","20000.0000",
"Alliance of Australian Retailers Pty Ltd","14 Ross Street","NORTH PARRAMATTA","NSW","2151","Liberal Democratic Party (LDP)","31/05/2016 12:00:00 AM","20000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia - Tasmanian Division / LIB-TAS","04/12/2015 12:00:00 AM","12600.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch) / ALP-VIC","18/01/2016 12:00:00 AM","12000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division) / LIB-VIC","19/01/2016 12:00:00 AM","12000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia / NAT-FED","17/05/2016 12:00:00 AM","11000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","29/04/2016 12:00:00 AM","11000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","08/07/2015 12:00:00 AM","11000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia / NAT-FED","10/08/2015 12:00:00 AM","8800.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (State of Queensland) / ALP-QLD","27/08/2015 12:00:00 AM","5500.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (State of Queensland) / ALP-QLD","22/09/2015 12:00:00 AM","5500.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","12/05/2016 12:00:00 AM","5000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","16/06/2016 12:00:00 AM","4950.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia / NAT-FED","11/05/2016 12:00:00 AM","4500.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Queensland / LNP-QLD","22/01/2016 12:00:00 AM","4400.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","01/04/2016 12:00:00 AM","3000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","22/06/2016 12:00:00 AM","2000.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch) / ALP-NSW","07/12/2015 12:00:00 AM","1700.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division) / LIB-VIC","28/01/2016 12:00:00 AM","1500.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","22/06/2016 12:00:00 AM","1500.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","30/03/2016 12:00:00 AM","990.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia / NAT-FED","09/06/2016 12:00:00 AM","990.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia / NAT-FED","22/02/2016 12:00:00 AM","770.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","09/02/2016 12:00:00 AM","550.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","31/03/2016 12:00:00 AM","550.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division) / LIB-VIC","26/04/2016 12:00:00 AM","495.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","01/02/2016 12:00:00 AM","450.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (ALP) / ALP-FED","01/02/2016 12:00:00 AM","450.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia / NAT-FED","30/03/2016 12:00:00 AM","440.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","12/06/2016 12:00:00 AM","375.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","04/02/2016 12:00:00 AM","360.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","11/04/2016 12:00:00 AM","350.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division) / LIB-VIC","23/05/2016 12:00:00 AM","330.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","17/02/2016 12:00:00 AM","300.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","18/03/2016 12:00:00 AM","300.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","21/04/2016 12:00:00 AM","275.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","22/02/2016 12:00:00 AM","250.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division / LIB-NSW","18/02/2016 12:00:00 AM","245.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","11/05/2016 12:00:00 AM","200.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","17/05/2016 12:00:00 AM","195.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","24/05/2016 12:00:00 AM","195.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","31/05/2016 12:00:00 AM","195.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","20/06/2016 12:00:00 AM","195.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (State of Queensland) / ALP-QLD","16/05/2016 12:00:00 AM","176.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","30/05/2016 12:00:00 AM","150.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","03/12/2015 12:00:00 AM","150.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","01/09/2015 12:00:00 AM","145.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch) / ALP-SA","08/10/2015 12:00:00 AM","145.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Australian Labor Party (State of Queensland) / ALP-QLD","14/07/2015 12:00:00 AM","132.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division / LIB-NSW","08/07/2015 12:00:00 AM","130.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","26/04/2016 12:00:00 AM","110.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","24/11/2015 12:00:00 AM","100.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-FED","31/05/2016 12:00:00 AM","80.0000",
"Allianz Australia Limited","Level 12, 2 Market Street","SYDNEY","NSW","2000","National Party of Australia - N.S.W. / NAT-NSW","11/11/2015 12:00:00 AM","50.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Liberal Party of Australia","11/12/2015 12:00:00 AM","11000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","01/10/2015 12:00:00 AM","11000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","10/12/2015 12:00:00 AM","10000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","23/05/2016 12:00:00 AM","7500.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Liberal Party of Australia","23/09/2015 12:00:00 AM","1500.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","30/03/2016 12:00:00 AM","550.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Liberal Party of Australia","27/04/2016 12:00:00 AM","275.0000",
"Anne  Dawborn","","","","","CEC","21/07/2015 12:00:00 AM","5000.0000",
"Anne  Dawborn","","","","","CEC","02/03/2016 12:00:00 AM","5000.0000",
"Anne  Dawborn","","","","","CEC","09/11/2015 12:00:00 AM","1000.0000",
"Anne  Dawborn","","","","","CEC","15/09/2015 12:00:00 AM","1000.0000",
"Anne  Dawborn","","","","","CEC","10/02/2016 12:00:00 AM","700.0000",
"Anne  Dawborn","","","","","CEC","08/12/2015 12:00:00 AM","500.0000",
"Anne  Dawborn","","","","","CEC","18/01/2016 12:00:00 AM","500.0000",
"Anne  Dawborn","","","","","CEC","05/04/2016 12:00:00 AM","500.0000",
"Anne  Dawborn","","","","","CEC","03/05/2016 12:00:00 AM","500.0000",
"Anne  Dawborn","","","","","CEC","02/06/2016 12:00:00 AM","500.0000",
"Anne  Dawborn","","","","","CEC","09/10/2015 12:00:00 AM","500.0000",
"Anne  Dawborn","","","","","CEC","25/08/2015 12:00:00 AM","500.0000",
